n_index,previous_index_num,movie_title_txt_num,imdb_id,n_of_posters,total_box_office,with_adjusted_box_office,total_label,year,movie_title,year_box_office_label,Rnum_year_box_office_label,groups_num,train_or_test,budget
4434,1057,1069,tt1142977,43,81150788,85619906,4,2011,Frankenweenie,5,R5,0,train,39000000
3465,1119,1133,tt1601913,45,81249176,87793887,4,2011,Grey The,6,R6,25,test,25000000
3464,1131,1145,tt1340800,38,81452811,84533853,4,2011,Tinker Tailor Soldier Spy,6,R6,24,test,21000000
3463,1232,1248,tt1591479,40,82497035,91380568,4,2011,Act of Valor,6,R6,23,test,12000000
3462,1180,1195,tt0431021,33,82925064,89158966,4,2011,Possession The ,6,R6,22,test,14000000
3461,1126,1140,tt1616195,30,84606030,89495831,4,2011,J Edgar,6,R6,21,test,35000000
3460,1276,1293,tt1716772,19,86051320,86055874,4,2011,Inbetweeners Movie The,6,R6,20,test,5700000
3459,1019,1030,tt1471275,1,89758389,94531172,4,2011,Suckerpunch,6,R6,19,train,75000000
3458,1217,1233,tt1758830,39,90221182,98478380,4,2011,This is 40,6,R6,18,train,35000000
3457,1228,1244,tt1702439,24,94050951,101427977,4,2011,Safe Haven,6,R6,17,train,28000000
3456,1150,1165,tt1411250,62,94763758,99105836,4,2011,Riddick,6,R6,16,train,38000000
3455,1060,1072,tt1564349,25,96068724,105547801,4,2011,Dolphin Tale,6,R6,15,train,37000000
3454,1143,1158,tt1327194,35,96633833,104304894,4,2011,Lucky One The,6,R6,14,train,25000000
3453,1189,1205,tt1410063,20,98227017,98266525,4,2011,Jin ling shi san chai,6,R6,13,train,100000000
3452,1181,1196,tt1524137,39,98406855,106848213,4,2011,Contraband,6,R6,12,train,25000000
3451,1282,1299,tt1560985,21,101759490,108517721,5,2011,Devil Inside The,6,R6,11,train,1000000
3450,1188,1204,tt1636826,40,103028188,109972805,5,2011,Project X ,6,R6,10,train,12000000
3449,1229,1245,tt1790886,30,104907746,115934980,5,2011,Campaign The,6,R6,9,train,95000000
3448,1221,1237,tt1623288,51,108119662,115225575,5,2011,ParaNorman,6,R6,8,train,60000000
3447,1172,1187,tt1007029,30,115592104,119393488,5,2011,Iron Lady The,6,R6,7,train,14000000
3446,1120,1134,tt1389137,42,118729073,128514316,5,2011,We Bought a Zoo,6,R6,6,train,50000000
3445,1212,1228,tt1706593,53,123681790,131875372,6,2011,Chronicle,6,R6,5,train,12000000
3444,1098,1112,tt1596365,44,128955898,135849944,6,2011,Woman in Black The,6,R6,4,train,15000000
3443,1082,1095,tt1371111,57,130673154,134107929,6,2011,Cloud Atlas,6,R6,3,train,102000000
3442,1136,1150,tt1535438,26,133085295,141147017,6,2011,Hope Springs,6,R6,2,train,30000000
3441,1159,1174,tt1412386,30,134639780,140525138,6,2011,Best Exotic Marigold Hotel The,6,R6,1,train,10000000
3440,1176,1191,tt1430626,43,136143605,140083507,6,2011,Pirates Band of Misfits The,6,R6,0,train,55000000
2471,1076,1089,tt1611224,57,137489730,142250318,6,2011,Abraham Lincoln Vampire Hunter,7,R7,25,test,67500000
2470,1085,1098,tt1598778,59,137551594,147473971,6,2011,Contagion,7,R7,24,test,60000000
2469,1072,1085,tt1509767,38,139877913,142550424,6,2011,Three Musketeers The,7,R7,23,test,90000000
2468,1102,1116,tt1632708,41,146595891,153914282,7,2011,Friends with Benefits,7,R7,22,test,35000000
2467,1103,1117,tt1598822,30,146850273,153972600,7,2011,New Years Eve,7,R7,21,test,26000000
2466,1046,1057,tt1430607,46,149717124,155807813,7,2011,Arthur Christmas,7,R7,20,test,85000000
2465,1105,1119,tt0810913,26,150519217,160234381,7,2011,Jack and Jill,7,R7,19,train,79000000
2464,1147,1162,tt1408253,35,153733800,166874805,7,2011,Ride Along,7,R7,18,train,25000000
2463,1129,1143,tt1622979,40,155011165,160596432,7,2011,Final Destination 5,7,R7,17,train,40000000
2462,1100,1114,tt1568911,33,156815529,167123923,7,2011,War Horse,7,R7,16,train,70000000
2461,1161,1176,tt1596350,44,156974557,163922845,7,2011,This Means War,7,R7,15,train,65000000
2460,1045,1056,tt1402488,44,157956466,166337783,7,2011,Happy Feet 2,7,R7,14,train,135000000
2459,1044,1055,tt1496025,53,160379930,168287497,8,2011,Underworld 4,7,R7,13,train,70000000
2458,1175,1190,tt1204342,39,160971922,172568994,8,2011,Muppets The,7,R7,12,train,45000000
2457,1139,1153,tt1634122,37,164640401,165742922,8,2011,Johnny English Reborn,7,R7,11,train,45000000
2456,1187,1202,tt1637688,52,165103952,170027015,8,2011,In Time,7,R7,10,train,35000000
2455,1267,1284,tt1800741,30,165552290,170002716,8,2011,Step Up Revolution,7,R7,9,train,33000000
2454,1138,1152,tt1649419,53,169590606,171636159,8,2011,Impossible The,7,R7,8,train,40000000
2453,1117,1131,tt1276104,71,170466405,178902466,8,2011,Looper,7,R7,7,train,30000000
2452,1075,1088,tt1229340,32,172185754,185243274,8,2011,Anchorman 2,7,R7,6,train,50000000
2451,1224,1240,tt1667353,51,173613482,181852740,8,2011,Mirror Mirror,7,R7,5,train,85000000
2450,1031,1042,tt0409847,54,176038324,189201412,8,2011,Cowboys and Aliens,7,R7,4,train,163000000
2449,1163,1178,tt1327773,32,177025498,189074206,8,2011,Butler The,7,R7,3,train,30000000
2448,1033,1044,tt0970179,51,180047784,189634524,9,2011,Hugo,7,R7,2,train,180000000
2447,1165,1180,tt1645170,46,180148897,187717577,9,2011,Dictator The,7,R7,1,train,65000000
2446,1134,1148,tt0455944,76,192903624,202839802,9,2011,Equalizer The,7,R7,0,train,55000000
1477,1160,1175,tt1606389,38,197618160,213480492,9,2011,Vow The,8,R8,25,test,30000000
1476,1130,1144,tt1351685,71,197687603,204422850,9,2011,Jack the Giant Slayer,8,R8,24,test,195000000
1475,1190,1206,tt1778304,36,202053386,215696412,9,2011,Paranormal Activity 3,8,R8,23,test,5000000
1474,1067,1080,tt1232829,55,202812429,220379272,9,2011,21 Jump Street,8,R8,22,test,42000000
1473,1155,1170,tt1599348,47,208542162,224552640,9,2011,Safe House,8,R8,21,test,85000000
1472,1050,1062,tt1253864,63,211562435,222510168,9,2011,Immortals,8,R8,20,test,75000000
1471,1166,1181,tt1428538,59,214949716,220705048,9,2011,Hansel and Gretel Witch Hunters,8,R8,19,train,50000000
1470,1063,1075,tt1284575,42,215448997,228602153,9,2011,Bad Teacher,8,R8,18,train,19000000
1469,1020,1031,tt1133985,76,219535492,234827451,9,2011,Green Lantern ,8,R8,17,train,200000000
1468,1078,1091,tt1077368,115,238202668,248318797,9,2011,Dark Shadows,8,R8,16,train,150000000
1467,1055,1067,tt1568346,66,239373970,252618583,9,2011,Girl with the Dragon Tattoo The,8,R8,15,train,90000000
1466,1041,1052,tt1192628,40,245724600,261918388,9,2011,Rango,8,R8,14,train,135000000
1465,1014,1025,tt0443272,28,273346281,295567407,9,2011,Lincoln,8,R8,13,train,65000000
1464,1173,1188,tt1194173,76,280355920,294719721,9,2011,Bourne Legacy The,8,R8,12,train,125000000
1463,1058,1070,tt0401729,74,282778100,292048108,9,2011,John Carter of Mars,8,R8,11,train,275000000
1462,1053,1065,tt1478338,42,289632023,311823726,9,2011,Bridesmaids,8,R8,10,train,32500000
1461,1024,1035,tt1440129,130,305218228,313495324,9,2011,Battleship,8,R8,9,train,209000000
1460,1226,1242,tt1397514,45,318146162,331324414,9,2011,Journey 2 Mysterious Island,8,R8,8,train,79000000
1459,1174,1189,tt1615918,56,349088523,366394911,9,2011,Alvin and the Chipmunks Chipwrecked,8,R8,7,train,80000000
1458,1049,1061,tt1482459,56,350976753,378133882,9,2011,Lorax The,8,R8,6,train,67500000
1457,1087,1100,tt1270798,93,355408305,374609396,9,2011,X Men First Class,8,R8,5,train,160000000
1456,1062,1074,tt1631867,82,370541256,380353369,9,2011,Edge of Tomorrow,8,R8,4,train,178000000
1455,1039,1050,tt0458339,121,370569776,393737584,9,2011,Captain America The First Avenger,8,R8,3,train,140000000
1454,1047,1058,tt0983193,72,373993951,384058270,9,2011,Adventures of Tintin The,8,R8,2,train,130000000
1453,1157,1172,tt1397280,72,377807404,395539306,9,2011,Taken 2,8,R8,1,train,45000000
1452,1026,1037,tt0837562,59,378505812,397273976,9,2011,Hotel Transylvania,8,R8,0,train,85000000
483,1184,1199,tt1735898,117,401021746,420706183,9,2011,Snow White and the Huntsman,9,R9,25,test,170000000
482,1191,1207,tt1446714,101,402448265,418496229,9,2011,Prometheus,9,R9,24,test,125000000
481,1018,1029,tt0800369,125,449326618,473068339,9,2011,Thor,9,R9,23,test,150000000
480,1234,1250,tt1853728,89,449948323,469273859,9,2011,Django Unchained,9,R9,22,test,100000000
479,1065,1078,tt1318514,87,482860185,506041847,9,2011,Rise of the Apes,9,R9,21,test,93000000
478,1243,1259,tt0065895,2,484873045,486545165,9,2011,Intouchables Les,9,R9,20,test,10800000
477,1027,1038,tt1436562,58,487519809,506355195,9,2011,Rio,9,R9,19,train,90000000
476,1146,1161,tt1623205,80,490359051,514615830,9,2011,Oz The Great and Powerful,9,R9,18,train,200000000
475,1125,1139,tt0816711,75,531514650,552422661,9,2011,World War Z,9,R9,17,train,190000000
474,1104,1118,tt1515091,67,535663443,559955262,9,2011,Sherlock Holmes A Game of Shadows,9,R9,16,train,125000000
473,1025,1036,tt0448694,39,554987477,574547603,9,2011,Puss in Boots,9,R9,15,train,130000000
472,1179,1194,tt1637725,54,556016627,583761900,9,2011,Ted,9,R9,14,train,50000000
471,1035,1046,tt1216475,83,560155383,585263693,9,2011,Cars 2,9,R9,13,train,200000000
470,1015,1026,tt0472181,63,563749323,582452811,9,2011,Smurfs The,9,R9,12,train,110000000
469,1022,1033,tt1411697,54,586464305,619836671,9,2011,Hangover Part II The,9,R9,11,train,80000000
468,1030,1041,tt0454876,70,607987022,623046000,9,2011,Life of Pi,9,R9,10,train,120000000
467,1052,1064,tt1596343,78,630163454,657708544,9,2011,Fast Five,9,R9,9,train,125000000
466,1111,1125,tt1409024,85,654213485,676928442,9,2011,Men in Black 3,9,R9,8,train,215000000
465,1032,1043,tt1302011,61,664837547,686509551,9,2011,Kung Fu Panda 2,9,R9,7,train,150000000
464,1056,1068,tt1324999,56,689420051,726285623,9,2011,Twilight Saga Breaking Dawn Part 1 The,9,R9,6,train,127500000
463,1109,1123,tt1229238,85,694713230,721884456,9,2011,Mission Impossible Ghost Protocol,9,R9,5,train,145000000
462,1042,1053,tt0948470,138,757890267,791137876,9,2011,Amazing Spider Man The,9,R9,4,train,220000000
461,1043,1054,tt1298650,87,1045663875,1077278806,9,2011,Pirates of the Caribbean On Stranger Tides,9,R9,3,train,410600000
460,1017,1028,tt1399103,68,1123790543,1170005694,9,2011,Transformers Dark of the Moon,9,R9,2,train,195000000
459,1016,1027,tt1201607,76,1341511219,1391479904,9,2011,Harry Potter and the Deathly Hallows Part II,9,R9,1,train,125000000
458,1029,1040,tt0848228,261,1519479547,1598564007,9,2011,Avengers The ,9,R9,0,train,225000000
9435,10204,13077,tt1934234,15,398,431,0,2012,Diaz Dont Clean Up This Blood,0,R0,21,test,0
9434,2457,2499,tt2193418,17,614,673,0,2012,Hammer of the Gods,0,R0,20,test,0
9433,10209,13106,tt2287621,1,1170,1283,0,2012,Zombie Invasion A,0,R0,19,test,0
9432,10200,12871,tt2125439,3,1428,1606,0,2012,Bestiaire,0,R0,18,test,0
9431,983,994,tt1480658,7,1632,1794,0,2012,Eddie The Sleepwalking Cannibal,0,R0,17,test,1400000
9430,10211,13120,tt1921027,1,1677,1839,0,2012,More Than the Rainbow,0,R0,16,train,0
9429,10206,13085,tt2373324,5,2483,2736,0,2012,Men at Lunch,0,R0,15,train,0
9428,1009,1020,tt1822311,1,2602,2870,0,2012,Sparrows Dance,0,R0,14,train,175000
9427,10207,13090,tt1893371,8,2968,2968,0,2012,Ilusionautas Los,0,R0,13,train,0
9426,10203,13074,tt1976003,1,4000,4413,0,2012,Things Never Said,0,R0,12,train,0
9425,10202,12963,tt2292903,1,4150,4575,0,2012,Rubberneck,0,R0,11,train,0
9424,972,983,tt1844203,8,4327,4772,0,2012,Inescapable,0,R0,10,train,4000000
9423,1004,1015,tt1874789,2,4917,5418,0,2012,Supporting Characters,0,R0,9,train,60000
9422,10205,13083,tt2215363,1,4960,5472,0,2012,Nuclear Nation,0,R0,8,train,0
9421,10208,13103,tt2062497,2,6629,7311,0,2012,Breakfast with Curtis,0,R0,7,train,0
9420,1779,1811,tt1130080,26,10068,11105,0,2012,Informant,0,R0,6,train,0
9419,10201,12906,tt2070597,3,10443,11517,0,2012,Shanghai Calling,0,R0,5,train,0
9418,1010,1021,tt0390022,13,12848,14101,0,2012,Night Lights,0,R0,4,train,250000
9417,10197,12702,tt1734548,7,13266,14944,0,2012,Color Wheel The,0,R0,3,train,0
9416,1013,1024,tt1772422,2,13524,13524,0,2012,Outside Bet,0,R0,2,train,7500000
9415,975,986,tt1763303,11,17061,19223,0,2012,First Time The ,0,R0,1,train,2000000
9414,10210,13112,tt2312406,1,19365,21259,0,2012,Peter Brook The Tightrope,0,R0,0,train,0
8409,2763,2815,tt0265208,37,35048,38661,0,2012,Girl The ,1,R1,14,test,0
8408,10198,12858,tt2331880,7,50292,56672,0,2012,Fitzgerald Family Christmas The,1,R1,13,test,0
8407,1002,1013,tt2126362,12,63555,63555,0,2012,Stitches,1,R1,12,test,2000000
8406,10196,12679,tt2014338,7,67054,74517,0,2012,Side by Side,1,R1,11,train,0
8405,854,864,tt0249516,2,73706,73706,0,2012,Foodfight,1,R1,10,train,45000000
8404,10199,12868,tt1990217,12,78504,86614,0,2012,artista y la modelo El,1,R1,9,train,0
8403,988,999,tt2099556,9,123407,123407,0,2012,Antiviral,1,R1,8,train,3100000
8402,4709,4869,tt1839654,14,125417,138401,0,2012,Magic of Belle Isle The,1,R1,7,train,0
8401,5317,5535,tt0117407,12,192748,193386,0,2012,Pusher,1,R1,6,train,0
8400,870,881,tt1032817,6,236806,266849,0,2012,Middle of Nowhere,1,R1,5,train,200000
8399,969,980,tt1606829,3,314444,331453,0,2012,Other Dream Team The,1,R1,4,train,500000
8398,996,1007,tt1935902,18,413733,414450,0,2012,Brass Teapot The,1,R1,3,train,900000
8397,1008,1019,tt1525366,18,440821,440821,0,2012,Grabbers,1,R1,2,train,5300000
8396,1007,1018,tt2375605,9,501289,551458,0,2012,Act of Killing The,1,R1,1,train,1000000
8395,978,989,tt2032557,19,528731,583355,0,2012,Reluctant Fundamentalist The,1,R1,0,train,15000000
7415,932,943,tt1758575,3,595018,670516,0,2012,Blue Like Jazz,2,R2,14,test,1200000
7414,946,957,tt1971352,19,830700,871211,0,2012,Compliance,2,R2,13,test,270000
7413,1141,1156,tt0119223,13,920099,946824,0,2012,Great Expectations ,2,R2,12,test,0
7412,935,946,tt1996264,12,1386088,1544907,0,2012,For a Good Time Call,2,R2,11,train,850000
7411,999,1010,tt1731697,24,1541131,1661584,0,2012,Lords of Salem The,2,R2,10,train,1500000
7410,963,974,tt1667310,25,1673635,1681977,0,2012,Deadfall,2,R2,9,train,6000000
7409,974,985,tt2309788,6,2592308,2841153,0,2012,Gatekeepers The,2,R2,8,train,1500000
7408,967,978,tt1869425,3,2940411,3234909,0,2012,Filly Brown,2,R2,7,train,1250000
7407,966,977,tt1869716,20,3027956,3262969,0,2012,East The,2,R2,6,train,6500000
7406,964,975,tt1496422,22,3522153,3608076,0,2012,Paperboy The,2,R2,5,train,12500000
7405,1001,1012,tt1491044,23,3623609,3823047,0,2012,Iceman The,2,R2,4,train,10000000
7404,979,990,tt2076220,19,4230426,4309860,0,2012,Holy Motors,2,R2,3,train,4000000
7403,934,945,tt1862079,19,4422318,4931245,0,2012,Safety Not Guaranteed,2,R2,2,train,750000
7402,951,962,tt1990314,20,4934356,5354831,0,2012,Robot and Frank,2,R2,1,train,2500000
7401,5107,5304,tt2059255,24,5265825,5507717,0,2012,No ,2,R2,0,train,0
6421,980,991,tt2176013,9,5806666,6193345,0,2012,Jab Tak Hai Jaan,3,R3,14,test,9200000
6420,1003,1014,tt2396566,7,5892466,6402828,0,2012,20 Feet From Stardom,3,R3,13,test,1000000
6419,938,949,tt0770802,12,5966671,6304985,0,2012,Samsara,3,R3,12,test,4000000
6418,911,922,tt1629757,22,8300821,9061867,0,2012,Chasing Mavericks,3,R3,11,train,20000000
6417,945,956,tt1748227,18,8890094,9754269,0,2012,Collection The,3,R3,10,train,10000000
6416,924,935,tt1899353,31,9297407,9818274,0,2012,Serbuan maut,3,R3,9,train,1100000
6415,921,932,tt1699755,11,9307166,10255347,0,2012,Peeples,3,R3,8,train,15000000
6414,941,952,tt1566501,8,10026255,10745572,0,2012,For Greater Glory,3,R3,7,train,12000000
6413,989,1000,tt0094947,19,10447579,10449730,0,2012,Dangerous Liaisons ,3,R3,6,train,24200000
6412,899,910,tt1663143,9,11166615,12360532,0,2012,Fun Size,3,R3,5,train,14000000
6411,995,1006,tt2347569,11,11262769,11683008,0,2012,Frances Ha,3,R3,4,train,3000000
6410,954,965,tt1920849,17,12577401,12634081,0,2012,Bachelorette,3,R3,3,train,3000000
6409,955,966,tt1413495,32,16340767,17104166,0,2012,Paranoia,3,R3,2,train,40000000
6408,926,937,tt1840417,22,16369708,17828223,0,2012,Words The,3,R3,1,train,6000000
6407,953,964,tt2097307,27,17216955,18961518,0,2012,Hit and Run ,3,R3,0,train,22000000
5427,962,973,tt1656186,31,17967746,18004508,0,2012,Stolen ,4,R4,14,test,35000000
5426,973,984,tt2106476,53,18309793,18380788,0,2012,Jagten,4,R4,13,test,3450000
5425,982,993,tt1814621,17,18733666,20594199,0,2012,Admission,4,R4,12,test,13000000
5424,965,976,tt2101341,43,19599974,20725681,0,2012,Dead Man Down,4,R4,11,train,30000000
5423,886,897,tt1924429,36,22594052,22834018,1,2012,Trance ,4,R4,10,train,16000000
5422,1006,1017,tt2209418,33,23251930,24089925,1,2012,Before Midnight,4,R4,9,train,3000000
5421,933,944,tt2125435,29,23265132,24852261,1,2012,Beasts of the Southern Wild,4,R4,8,train,1800000
5420,920,931,tt1876451,9,24660323,27755976,1,2012,Sparkle ,4,R4,7,train,10000000
5419,987,998,tt0790628,27,27392609,29721245,1,2012,Incredible Burt Wonderstone The,4,R4,6,train,32000000
5418,937,948,tt1792647,24,28012862,29562027,1,2012,Cirque du Soleil Worlds Away,4,R4,5,train,25000000
5417,944,955,tt2053425,28,29393634,29627016,1,2012,De rouille et dos,4,R4,4,train,19500000
5416,956,967,tt2101441,83,31149251,32608582,1,2012,Spring Breakers,4,R4,3,train,5000000
5415,971,982,tt1935179,29,31556959,33787668,1,2012,Mud,4,R4,2,train,10000000
5414,942,953,tt2215719,9,32700439,35913921,1,2012,Katy Perry Part of Me,4,R4,1,train,12000000
5413,997,1008,tt2042568,38,32943247,34282393,1,2012,Inside Llewyn Davis,4,R4,0,train,11000000
4433,939,950,tt1931533,41,33035736,34942051,1,2012,Seven Psychopaths,5,R5,14,test,13500000
4432,961,972,tt2247692,3,33349941,37581528,1,2012,2016 Obama s America,5,R5,13,test,2500000
4431,968,979,tt1488181,32,34454631,34454631,1,2012,Zambezia,5,R5,12,test,20000000
4430,917,928,tt1235522,42,34480045,36515586,1,2012,Broken City,5,R5,11,train,35000000
4429,930,941,tt1712170,28,35426759,38711595,1,2012,Alex Cross,5,R5,10,train,35000000
4428,976,987,tt2082197,8,36751984,37107878,1,2012,Barfi,5,R5,9,train,4600000
4427,959,970,tt1602620,28,36787044,37490643,1,2012,Amour,5,R5,8,train,9700000
4426,947,958,tt1764234,52,39238443,41133835,1,2012,Killing Them Softly,5,R5,7,train,15000000
4425,1005,1016,tt2229499,53,41268579,43797616,2,2012,Don Jon,5,R5,6,train,5500000
4424,897,908,tt1572315,27,47666013,51726620,2,2012,Texas Chainsaw 3D,5,R5,5,train,20000000
4423,929,940,tt2083383,27,47818913,52356694,2,2012,Trouble with the Curve,5,R5,4,train,60000000
4422,898,909,tt1549920,47,48330757,49575801,2,2012,Last Stand The,5,R5,3,train,30000000
4421,949,960,tt0938330,45,55975672,58199976,2,2012,Silent Hill Revelation 3D,5,R5,2,train,20000000
4420,936,947,tt1855199,38,57586606,62786656,2,2012,End of Watch,5,R5,1,train,15000000
4419,957,968,tt0882977,35,57907734,62343348,2,2012,Snitch ,5,R5,0,train,15000000
3439,986,997,tt2243537,36,59922558,64059704,2,2012,Haunted House A,6,R6,14,test,2500000
3438,931,942,tt1559547,74,60282876,62292683,3,2012,Beautiful Creatures ,6,R6,13,test,50000000
3437,993,1004,tt1597522,46,60680125,60680125,3,2012,Asterix et Obelix Au service de Sa Majeste,6,R6,12,test,77600000
3436,871,882,tt1517260,44,64477051,67227831,3,2012,Host The,6,R6,11,train,50000000
3435,990,1001,tt2053463,40,66742138,70066254,3,2012,Side Effects ,6,R6,10,train,30000000
3434,948,959,tt2215285,9,66950887,75281254,3,2012,Tyler Perrys Madeas Witness Protection,6,R6,9,train,20000000
3433,928,939,tt0765446,28,74156610,80047247,3,2012,Escape From Planet Earth,6,R6,8,train,40000000
3432,923,934,tt1859650,33,74326015,76442998,3,2012,To Rome with Love,6,R6,7,train,21500000
3431,913,924,tt1418377,67,74575290,76443120,3,2012,I Frankenstein,6,R6,6,train,65000000
3430,902,913,tt2023453,24,77229695,83448130,3,2012,Diary of a Wimpy Kid Dog Days,6,R6,5,train,22000000
3429,880,891,tt1980209,46,81275291,86428456,4,2012,Pain and Gain,6,R6,4,train,26000000
3428,895,906,tt1615065,39,82513490,88518054,4,2012,Savages,6,R6,3,train,45000000
3427,916,927,tt1922777,31,87727807,93829284,4,2012,Sinister,6,R6,2,train,3000000
3426,950,961,tt0453562,26,97470701,107288287,4,2012,42,6,R6,1,train,40000000
3425,876,887,tt1288558,46,97778356,103382474,4,2012,Evil Dead Remake,6,R6,0,train,17000000
2445,872,883,tt1211956,61,103735965,106332639,5,2012,Escape Plan,7,R7,14,test,70000000
2444,856,866,tt1921064,49,108469033,110737718,5,2012,Pompeii,7,R7,13,test,80000000
2443,888,899,tt1621045,14,113373764,124989677,5,2012,Think Like a Man,7,R7,12,test,12000000
2442,914,925,tt1588173,63,115121608,121980126,5,2012,Warm Bodies,7,R7,11,train,30000000
2441,958,969,tt1981677,39,116044347,124283833,5,2012,Pitch Perfect,7,R7,10,train,17000000
2440,889,900,tt1586265,54,120925697,126147264,6,2012,What to Expect When Your Expecting,7,R7,9,train,37500000
2439,853,863,tt1731141,70,127983283,134361590,6,2012,Enders Game,7,R7,8,train,110000000
2438,901,912,tt1762399,29,130580730,134282585,6,2012,Walking with Dinosaurs,7,R7,7,train,80000000
2437,970,981,tt1272878,48,132493015,140305367,6,2012,2 Guns,7,R7,6,train,61000000
2436,890,901,tt1790885,60,134612435,144606210,6,2012,Zero Dark Thirty,7,R7,5,train,52500000
2435,925,936,tt2109184,29,140619520,147458625,7,2012,Paranormal Activity 4,7,R7,4,train,5000000
2434,891,902,tt2023587,23,148095566,155496261,7,2012,Mama,7,R7,3,train,15000000
2433,952,963,tt1907668,46,160558438,172426426,8,2012,Flight,7,R7,2,train,31000000
2432,918,929,tt1915581,28,170549753,184979244,8,2012,Magic Mike,7,R7,1,train,7000000
2431,869,880,tt0359950,50,188281304,194229427,9,2012,Secret Life of Walter Mitty The,7,R7,0,train,91000000
1451,873,884,tt1386703,53,211856088,219326778,9,2012,Total Recall ,8,R8,14,test,125000000
1450,960,971,tt0790724,63,217370736,227168205,9,2012,Jack Reacher,8,R8,13,test,60000000
1449,903,914,tt1024648,56,227140757,243789534,9,2012,Argo,8,R8,12,test,44500000
1448,919,930,tt1045658,53,236412453,250877535,9,2012,Silver Linings Playbook,8,R8,11,train,21000000
1447,887,898,tt1605630,80,236799211,244001015,9,2012,American Reunion,8,R8,10,train,50000000
1446,883,894,tt1855325,81,238940997,244313982,9,2012,Resident Evil Retribution,8,R8,9,train,65000000
1445,927,938,tt2191701,45,247023808,260834569,9,2012,Grown Ups 2,8,R8,8,train,80000000
1444,908,919,tt1815862,48,251499665,257752867,9,2012,After Earth,8,R8,7,train,130000000
1443,865,876,tt1535108,59,286192091,295806118,9,2012,Elysium,8,R8,6,train,120000000
1442,892,903,tt1483013,80,287916633,297123280,9,2012,Oblivion ,8,R8,5,train,120000000
1441,868,879,tt1606378,82,304249198,311207785,9,2012,Die Hard 5,8,R8,4,train,92000000
1440,867,878,tt1646987,58,305270083,315886505,9,2012,Wrath of the Titans,8,R8,3,train,150000000
1439,861,872,tt1446192,96,306900902,319876621,9,2012,Rise of the Guardians,8,R8,2,train,145000000
1438,885,896,tt1764651,71,311979256,322768003,9,2012,Expendables 2 The,8,R8,1,train,100000000
1437,877,888,tt1343092,62,351040419,366005475,9,2012,Great Gatsby The ,8,R8,0,train,190000000
457,878,889,tt1583421,76,375740705,388399913,9,2012,G I Joe Retaliation,9,R9,14,test,140000000
456,906,917,tt1707386,64,442169052,459983105,9,2012,Miserables Les ,9,R9,13,test,65000000
455,862,873,tt1408101,99,467381584,491019225,9,2012,Star Trek Into Darkness,9,R9,12,test,190000000
454,884,895,tt1772341,78,496511521,520287928,9,2012,Wreck It Ralph,9,R9,11,train,165000000
453,858,869,tt1217209,95,554606532,584713816,9,2012,Brave,9,R9,10,train,185000000
452,859,870,tt0770828,102,667999518,698070635,9,2012,Man of Steel,9,R9,9,train,225000000
451,875,886,tt1454468,95,695941797,724161549,9,2012,Gravity,9,R9,8,train,110000000
450,863,874,tt1453405,90,743588329,771328814,9,2012,Monsters University,9,R9,7,train,200000000
449,855,865,tt1277953,56,746921271,774377974,9,2012,Madagascar 3,9,R9,6,train,145000000
448,896,907,tt1905041,76,789300444,813961092,9,2012,Fast and Furious 6,9,R9,5,train,160000000
447,864,875,tt1673434,62,829724737,866740977,9,2012,Twilight Saga Breaking Dawn Part 2 The,9,R9,4,train,136200000
446,881,892,tt1667889,127,879765137,900231583,9,2012,Ice Age Continental Drift,9,R9,3,train,95000000
445,866,877,tt1345836,194,1084439099,1141300963,9,2012,Dark Knight Rises The,9,R9,2,train,275000000
444,882,893,tt1074638,101,1110526981,1148967507,9,2012,Skyfall,9,R9,1,train,200000000
443,879,890,tt1300854,161,1215392272,1257649771,9,2012,Iron Man 3,9,R9,0,train,200000000
9413,10194,12499,tt2204540,1,1467,1467,0,2013,Brahmin Bulls,0,R0,21,test,0
9412,10191,12445,tt2268458,22,1780,1946,0,2013,These Final Hours,0,R0,20,test,0
9411,10186,12282,tt2286990,16,2098,2296,0,2013,Right Kind of Wrong The,0,R0,19,test,0
9410,766,774,tt2503954,12,3471,3471,0,2013,Broken Horses,0,R0,18,test,15000000
9409,851,861,tt1349485,1,4254,4521,0,2013,navaja de Don Juan La,0,R0,17,test,1200000
9408,10193,12483,tt2962826,1,4630,4925,0,2013,Seeds of Time,0,R0,16,train,0
9407,10185,12176,tt1462411,5,4734,5221,0,2013,Big Sur,0,R0,15,train,0
9406,3177,3245,tt3106846,9,4804,5274,0,2013,Gabrielle ,0,R0,14,train,0
9405,10184,12116,tt2186781,5,5788,6378,0,2013,Five Dances,0,R0,13,train,0
9404,10189,12376,tt2232578,5,8462,9284,0,2013,Canopy,0,R0,12,train,0
9403,845,855,tt2768766,3,9111,9948,0,2013,Faith Connections,0,R0,11,train,550000
9402,10190,12434,tt3119416,5,10433,11096,0,2013,Jiao you,0,R0,10,train,0
9401,850,860,tt3074732,13,11894,12648,0,2013,Hross i oss,0,R0,9,train,10000000
9400,843,853,tt2414046,9,16653,17754,0,2013,insolitos peces gato Los,0,R0,8,train,1300000
9399,844,854,tt2407380,2,18823,20658,0,2013,Test,0,R0,7,train,250000
9398,848,858,tt2914838,7,24956,26551,0,2013,R100,0,R0,6,train,5500000
9397,798,807,tt2226519,12,28864,29175,0,2013,Plush,0,R0,5,train,2000000
